date,pred_high,pred_low,actual_high,actual_low,error_high,error_low,avg_error,confidence,has_earnings,has_macro
2024-01-03,3.528493,0.84991074,240.36,182.68,2.583551513918915,24.129067428369066,13.356309471143991,0.122494034,False,False
2024-01-04,3.528493,0.84991074,240.36,182.68,2.854147377813044,24.334727490010682,13.594437433911864,0.122494034,False,False
2024-01-05,3.528493,0.84991074,240.36,182.68,2.273121792662055,23.893132574486543,13.083127183574298,0.122494034,False,False
2024-01-12,3.528493,0.84991074,220.5,180.2,2.7238847168902147,18.469001894536948,10.596443305713581,0.122494034,False,False
2024-01-18,3.528493,0.84991074,212.4,180.2,2.625880100947941,15.244210023494915,8.935045062221429,0.122494034,True,False
2024-01-26,3.5284925,0.8499106,202.1,180.2,6.207077946201787,3.0055277097779904,4.6063028279898885,0.12249408,True,True
2024-01-30,3.528493,0.8499106,202.1,180.2,5.685233092443317,3.4708238835593868,4.578028488001352,0.122494034,True,True
2024-02-07,3.528493,0.84991074,202.42,184.1,4.544117857285876,2.558399791075985,3.5512588241809304,0.122494034,False,True
2024-02-08,3.5284934,0.8499108,202.42,184.1,3.424904038283027,3.5763189115081353,3.500611474895581,0.12249402,False,False
2024-02-09,3.5284934,0.84991074,202.42,184.1,1.0975468085644788,5.693038869644745,3.395292839104612,0.122494005,False,False
2024-02-14,3.5284934,0.84991074,202.42,174.92,2.8907274567650223,8.88839451716806,5.889560986966541,0.122494005,False,False
2024-02-15,3.5284934,0.8499108,202.42,174.92,3.3701559476838296,14.298698524535737,8.834427236109784,0.12249402,False,False
2024-02-16,3.5284934,0.8499108,202.42,174.92,2.044486585978732,13.153129486152892,7.598808036065812,0.12249402,False,False
2024-02-21,3.5284934,0.8499108,202.42,162.82,0.18971456019811095,17.727591008063552,8.958652784130832,0.12249402,False,False
2024-02-22,3.5284934,0.8499108,202.42,162.82,0.5629305578550414,18.02779369919339,9.295362128524214,0.12249402,False,False
2024-02-28,3.5284934,0.8499108,202.42,162.82,2.9371302875569425,19.937521986862908,11.437326137209926,0.12249402,False,False
2024-03-01,3.5284934,0.8499108,202.42,162.82,3.5284934043884277,20.4131950561372,11.970844230262815,0.12249402,False,False
2024-03-05,3.528493,0.84991074,181.19,162.82,3.5284929275512695,10.988439352453543,7.258466140002406,0.122494034,False,False
2024-03-06,3.528493,0.84991074,180.49,162.82,0.4973249860054296,7.905510690416678,4.201417838211054,0.122494034,False,False
2024-03-07,3.528493,0.84991074,180.49,162.82,2.1865501987472182,9.429360483416945,5.8079553410820814,0.122494034,False,False
2024-03-12,3.528493,0.84991074,180.49,162.82,2.0612116143063774,9.316292566531478,5.688752090418928,0.122494034,False,False
2024-03-26,3.5284934,0.8499108,180.49,146.87,2.628448681669279,18.744588792110807,10.686518736890044,0.12249402,False,True
2024-03-29,3.5284934,0.8499108,177.38,141.46,2.197445132466129,20.038713994774607,11.118079563620368,0.12249402,False,False
2024-04-02,3.528493,0.84991074,177.38,141.46,3.185500575035661,15.745831804547462,9.465666189791563,0.122494034,False,False
2024-04-10,3.528493,0.84991074,193.33,141.46,9.761867459205252,17.955096789409502,13.858482124307377,0.122494034,False,False
2024-04-11,3.5284934,0.84991086,193.33,141.46,7.6190287296807995,19.523016523914634,13.571022626797717,0.12249402,False,False
2024-04-16,3.5284934,0.84991074,193.33,141.46,18.871000106216208,11.289923398318857,15.080461752267531,0.122494005,True,False
2024-04-17,3.528493,0.84991074,193.33,141.46,21.402040190380887,9.437955970332768,15.419998080356827,0.122494034,True,False
2024-04-18,3.528493,0.84991074,193.33,141.46,27.02049755121165,5.326917961419926,16.17370775631579,0.122494034,True,False
2024-04-19,3.5284934,0.8499108,193.33,141.46,28.10492390343482,4.533440447761889,16.319182175598353,0.12249402,True,False
2024-04-23,3.528493,0.84991074,193.33,160.6,14.40599130352297,2.8812655826648497,8.64362844309391,0.122494034,True,False
2024-04-24,3.528493,0.84991074,193.33,160.6,16.851332726247,0.8499107360839844,8.850621731165493,0.122494034,True,True
2024-04-26,3.528493,0.84991074,193.33,167.5,10.935687060607407,1.6788035720816192,6.307245316344513,0.122494034,True,True
2024-05-03,3.5284934,0.84991074,184.93,167.5,1.4192780104289593,8.364680765347973,4.891979387888466,0.122494005,False,True
